ID,Client_Income,Car_Owned,Bike_Owned,Active_Loan,House_Own,Child_Count,Credit_Amount,Loan_Annuity,Client_Income_Type,Client_Education,Client_Marital_Status,Client_Gender,Loan_Contract_Type,Client_Housing_Type,Age_Days,Employed_Days,Own_House_Age,Client_Occupation,Client_Family_Members,Score_Source_1,Score_Source_2,Score_Source_3,Credit_Bureau,Default
12194601,31500,1.0,1.0,1.0,0.0,1.0,176211,4858.65,Service,Secondary,M,Male,CL,Home,13164,2726,7.0,Accountants,3.0,0.827116796,0.639541699,0.279335321,3.0,0
12144098,31500,1.0,1.0,1.0,1.0,0.0,27000,1350,Commercial,Graduation,W,Male,RL,Home,19329,4989,17.0,Managers,1.0,0.717940387,0.703864134,0.337672722,0.0,0
12210020,18000,1.0,0.0,0.0,0.0,1.0,74250,2425.95,Commercial,Secondary,M,Male,CL,Home,12464,1398,9.0,Laborers,3.0,0.275765587,0.421037533,0.70918911,0.0,0
12120496,8550,1.0,1.0,1.0,0.0,1.0,45450,1328.85,Govt Job,Secondary,M,Female,CL,Municipal,15009,4510,9.0,Drivers,3.0,0.308995972,0.698222535,0.542445144,1.0,0
12155580,11250,1.0,0.0,0.0,0.0,0.0,26955,1389.15,Service,Secondary,D,Male,CL,Home,13859,1371,25.0,Sales,1.0,0.694300077,0.047808387,0.600657537,1.0,1
12147581,22500,1.0,0.0,1.0,1.0,2.0,90000,5764.95,Commercial,Graduation,M,Female,CL,Home,14606,1020,7.0,High skill tech,4.0,0.306465092,0.623930246,0.718032811,2.0,0
12163336,22500,1.0,0.0,1.0,0.0,0.0,135000,3712.5,Govt Job,Graduation,M,Male,CL,Family,19427,2368,3.0,Managers,2.0,0.886929108,0.771817157,0.795803133,1.0,0
12216144,36000,1.0,0.0,1.0,0.0,0.0,146761.2,5833.35,Service,Graduation,M,Female,CL,Home,16617,4604,2.0,Managers,2.0,0.42390913,0.709858681,0.626304277,3.0,0
12194472,13500,1.0,0.0,0.0,1.0,2.0,134550,3933.9,Govt Job,Graduation,M,Male,CL,Home,11894,2009,2.0,Laborers,4.0,0.579563745,0.688370148,0.502878277,1.0,0
12128033,31500,1.0,0.0,1.0,0.0,0.0,67500,6689.25,Commercial,Graduation dropout,D,Male,CL,Home,13331,5477,5.0,Accountants,1.0,0.549367031,0.525302911,0.358951229,1.0,0
12119401,31500,1.0,0.0,0.0,0.0,1.0,67500,3674.7,Service,Secondary,M,Female,CL,Home,16851,3394,11.0,Drivers,3.0,0.709212908,0.606419389,0.665854922,1.0,0
12169690,7650,1.0,0.0,1.0,1.0,2.0,11206.8,1189.8,Service,Graduation,M,Male,CL,Home,14050,2070,8.0,Core,4.0,0.546654245,0.601796211,0.740799088,3.0,0
12144332,22500,1.0,0.0,1.0,0.0,0.0,147515.4,6021,Service,Secondary,M,Female,CL,Rental,13690,2393,9.0,Laborers,2.0,0.544129452,0.639697958,0.579727423,5.0,0
12109187,15750,1.0,0.0,0.0,1.0,0.0,90000,2644.65,Service,Secondary,M,Male,CL,Rental,10289,1737,19.0,Core,2.0,0.331105443,0.103677906,0.798137231,1.0,0
12110378,15750,1.0,1.0,1.0,0.0,2.0,54504,2664,Service,Secondary,M,Female,CL,Home,15611,721,9.0,Laborers,4.0,0.336179636,0.219351527,0.29859499,0.0,0
12151724,42750,1.0,0.0,0.0,1.0,0.0,45000,2454.3,Service,Secondary,M,Male,CL,Home,20081,1462,4.0,Core,2.0,0.64487777,0.620748845,0.350695843,2.0,0
12198878,20250,1.0,0.0,0.0,1.0,0.0,77968.8,3763.8,Service,Secondary,S,Female,CL,Home,10016,1890,1.0,Laborers,1.0,0.17400414,0.594859121,0.200926088,0.0,0
12126188,31500,1.0,0.0,1.0,1.0,1.0,176211,4845.6,Commercial,Graduation,M,Male,CL,Home,15952,2658,9.0,HR,3.0,0.719173857,0.744544792,0.307736696,3.0,0
12154916,18000,1.0,0.0,1.0,0.0,0.0,67500,3260.25,Commercial,Graduation dropout,M,Female,CL,Home,8645,1054,9.0,Drivers,2.0,0.179669199,0.402175662,0.190705948,4.0,0
12148106,23400,1.0,1.0,1.0,0.0,1.0,40500,1889.55,Service,Secondary,D,Male,CL,Home,10653,956,16.0,Sales,2.0,0.301451294,0.015700869,0.363945239,3.0,0
12108100,9000,1.0,0.0,0.0,0.0,0.0,26585.1,1783.8,Commercial,Graduation,S,Female,CL,Home,8491,513,9.0,Managers,1.0,0.215718096,0.697816905,0.45432106,1.0,0
12133929,20250,1.0,0.0,1.0,1.0,0.0,104850,3382.2,Commercial,Secondary,D,Female,CL,Home,13097,2386,14.0,Drivers,1.0,0.13318458,0.661965156,0.593717587,3.0,0
12220682,27000,1.0,0.0,1.0,1.0,2.0,43112.25,5116.5,Commercial,Graduation,M,Female,CL,Home,12939,1437,2.0,Managers,4.0,0.683682241,0.048569646,0.334454126,2.0,0
12156273,18000,1.0,0.0,1.0,0.0,0.0,59256,3593.7,Service,Secondary,S,Female,CL,Home,9685,1407,8.0,Laborers,1.0,0.215816816,0.274576559,0.425892898,3.0,0
12209743,18000,1.0,1.0,1.0,0.0,0.0,36000,1800,Commercial,Secondary,M,Male,RL,Home,15351,2770,5.0,Laborers,2.0,0.499384054,0.685661764,0.490257512,0.0,0
12134674,45000,1.0,0.0,0.0,0.0,0.0,67950,2191.95,Commercial,Graduation,M,Female,CL,Home,11449,1311,20.0,Managers,2.0,0.649238151,0.701241126,0.633031641,0.0,0
12110999,4050,1.0,0.0,1.0,1.0,2.0,10188,1097.1,Service,Secondary,M,Female,CL,Home,10495,656,22.0,Security,4.0,0.325815807,0.461878808,0.385914672,2.0,0
12176061,27000,1.0,0.0,0.0,1.0,0.0,67500,3375,Govt Job,Graduation,M,Female,RL,Home,17141,8371,7.0,Core,2.0,0.562648943,0.660358311,0.531686143,1.0,0
12133690,18000,1.0,1.0,1.0,0.0,0.0,90000,2644.65,Service,Graduation,M,Male,CL,Home,13617,1556,3.0,Managers,2.0,0.835401618,0.468995215,0.634705531,0.0,0
12168783,15750,1.0,0.0,1.0,1.0,0.0,80130.6,4487.4,Service,Secondary,M,Female,CL,Home,20240,3440,23.0,Laborers,2.0,0.640594963,0.645123156,0.728141299,1.0,0
12203356,11250,1.0,1.0,0.0,0.0,0.0,67950,2891.7,Service,Graduation,M,Male,CL,Home,13458,1206,2.0,Managers,2.0,0.658363322,0.430103656,0.465069215,7.0,0
12152862,27000,1.0,0.0,0.0,1.0,0.0,54504,2553.75,Commercial,Secondary,M,Female,CL,Home,18759,539,3.0,Laborers,2.0,0.650481171,0.596391797,0.387625344,9.0,0
12193458,29250,1.0,0.0,1.0,1.0,0.0,37314,2096.55,Commercial,Graduation,M,Male,CL,Home,20937,6001,6.0,High skill tech,2.0,0.721826188,0.711930547,0.619527708,2.0,0
12114308,27000,1.0,1.0,0.0,1.0,0.0,122301,5194.8,Govt Job,Graduation,M,Male,CL,Home,15619,1055,0.0,High skill tech,2.0,0.756352651,0.689433999,0.67224289,4.0,0
12113115,27000,1.0,0.0,0.0,1.0,1.0,149448.6,4833.9,Govt Job,Graduation,D,Male,CL,Home,12747,1720,18.0,Core,2.0,0.632568661,0.699157068,0.488455184,0.0,0
12116731,20250,1.0,0.0,1.0,0.0,2.0,59977.8,3075.3,Service,Secondary,M,Female,CL,Office,11972,599,15.0,Security,4.0,0.250569836,0.296385204,0.619527708,2.0,0
12152203,18000,1.0,0.0,0.0,1.0,0.0,175500,4642.65,Service,Graduation,M,Male,CL,Home,12283,1277,2.0,Accountants,2.0,0.780746046,0.50410743,0.810618022,0.0,0
12136717,20250,1.0,0.0,0.0,1.0,0.0,53414.1,2489.85,Service,Graduation,S,Male,CL,Home,8861,1778,64.0,Laborers,1.0,0.125132535,0.518760924,0.231439351,2.0,0
12211904,20250,1.0,1.0,1.0,0.0,0.0,154602,4264.2,Govt Job,Secondary,M,Male,CL,Municipal,14131,4554,10.0,Medicine,2.0,0.600813626,0.446619579,0.486653157,0.0,0
12113539,28350,1.0,0.0,1.0,1.0,0.0,25470,2583.45,Service,Secondary,M,Female,CL,Home,21495,1945,25.0,High skill tech,2.0,0.726710629,0.799062043,0.768807573,1.0,0
12197079,56250,1.0,0.0,0.0,1.0,0.0,75519,3868.65,Commercial,Graduation,M,Female,CL,Home,15743,1594,13.0,Drivers,2.0,0.432381901,0.697784626,0.370649632,1.0,0
12206325,14850,1.0,0.0,1.0,0.0,0.0,29516.85,1520.1,Service,Graduation,W,Male,CL,Family,13899,3740,4.0,Accountants,1.0,0.467050534,0.635980137,0.239226279,1.0,0
12148692,10800,1.0,0.0,1.0,0.0,0.0,84095.1,3334.95,Service,Graduation,M,Male,CL,Home,15949,3870,13.0,Accountants,2.0,0.701534401,0.529287281,0.50648424,2.0,0
12182355,22500,1.0,0.0,1.0,0.0,0.0,94230,2604.15,Service,Secondary,W,Male,CL,Home,16257,2741,33.0,Laborers,1.0,0.33585817,0.3598621,0.29109738,5.0,1
12187078,27000,1.0,0.0,0.0,1.0,0.0,135000,5571.45,Service,Secondary,M,Male,CL,Home,15220,2585,13.0,Managers,2.0,0.724198312,0.374463514,0.577969119,0.0,0
12127859,11250,1.0,1.0,1.0,0.0,1.0,24727.5,1982.25,Service,Graduation,M,Female,CL,Home,18102,2943,7.0,Security,3.0,0.467178152,0.036014684,0.297086612,1.0,0
12158651,13500,1.0,0.0,1.0,1.0,0.0,99556.2,5571.9,Govt Job,Graduation,M,Male,CL,Home,20675,10223,7.0,Core,2.0,0.912708766,0.659322681,0.681705878,1.0,0
12177976,13500,1.0,1.0,0.0,1.0,1.0,18000,900,Service,Secondary,M,Female,RL,Family,9863,156,7.0,Cooking,3.0,0.063734461,0.364514562,0.054212984,2.0,0
12170452,13500,1.0,1.0,0.0,1.0,1.0,113374.8,3327.75,Govt Job,Secondary,M,Male,CL,Home,14996,4854,8.0,Medicine,3.0,0.570788234,0.710601251,0.1585549,1.0,0
12116716,39150,1.0,0.0,0.0,0.0,0.0,57861.9,4223.25,Service,Graduation,M,Female,CL,Home,12847,853,2.0,Laborers,2.0,0.308045537,0.15010121,0.340906426,0.0,0
12181268,18000,1.0,0.0,1.0,1.0,0.0,27302.4,2169.9,Service,Secondary,W,Male,CL,Home,12252,1215,7.0,Laborers,1.0,0.386688829,0.406578794,0.434733249,1.0,0
12202308,9000,1.0,1.0,0.0,1.0,2.0,46350,5004.9,Commercial,Secondary,M,Female,CL,Home,16536,655,15.0,Drivers,4.0,0.564207925,0.490791206,0.558506628,2.0,0
12182644,22500,1.0,0.0,0.0,1.0,0.0,103468.05,3432.6,Commercial,Graduation,M,Male,CL,Home,11610,1031,6.0,Accountants,2.0,0.642917818,0.676681601,0.477649155,0.0,1
12104088,13500,1.0,0.0,1.0,0.0,1.0,34380,1309.05,Service,Secondary,M,Male,CL,Home,14778,2764,16.0,Waiters/barmen,3.0,0.493143788,0.672919431,0.397946322,0.0,0
12101008,10800,1.0,0.0,1.0,0.0,2.0,28800,2275.2,Service,Graduation dropout,M,Male,CL,Home,13670,5925,6.0,Medicine,4.0,0.398106816,0.575139486,0.336061521,3.0,0
12178382,45000,1.0,0.0,0.0,1.0,0.0,85500,4275,Commercial,Graduation,W,Male,RL,Home,21136,3389,6.0,Managers,1.0,0.678411556,0.600543117,0.334454126,3.0,0
12182650,10350,1.0,0.0,1.0,0.0,1.0,49752,3943.8,Commercial,Graduation,M,Female,CL,Home,15539,1736,4.0,Laborers,3.0,0.323571356,0.458022235,0.670651753,3.0,0
12165367,15750,1.0,1.0,1.0,0.0,1.0,45000,2250,Service,Graduation,M,Male,RL,Home,16053,778,7.0,Accountants,3.0,0.683387775,0.718676918,0.670651753,0.0,0
12155388,17100,1.0,0.0,0.0,1.0,2.0,33750,1687.5,Service,Secondary,M,Male,RL,Home,12972,3460,4.0,High skill tech,4.0,0.446409974,0.504757939,0.443615308,0.0,0
12189044,15750,1.0,1.0,0.0,1.0,0.0,29650.5,2557.8,Commercial,Secondary,M,Female,CL,Home,20486,3686,23.0,Laborers,2.0,0.751701594,0.611054768,0.746300213,2.0,0
12138451,17100,1.0,0.0,1.0,0.0,1.0,45000,2188.8,Govt Job,Graduation,M,Male,CL,Family,10203,3641,4.0,Core,3.0,0.473811027,0.455298479,0.178760465,2.0,0
12211765,15750,1.0,0.0,0.0,1.0,0.0,112344.3,3636.9,Service,Secondary,W,Female,CL,Home,18475,568,13.0,Security,1.0,0.670877755,0.523492225,0.391054977,2.0,0
12108583,22500,1.0,0.0,0.0,1.0,2.0,48149.55,3613.05,Service,Graduation,M,Female,CL,Home,16217,474,8.0,Laborers,4.0,0.296016356,0.674520147,0.273564678,2.0,0
12152216,31500,1.0,0.0,0.0,1.0,0.0,66028.95,5306.85,Service,Graduation,M,Male,CL,Home,11422,1460,4.0,Managers,2.0,0.815879078,0.511824574,0.683268831,3.0,0
12179435,18000,1.0,0.0,1.0,1.0,1.0,104614.2,3071.7,Service,Graduation,M,Male,CL,Office,11359,2151,12.0,Accountants,3.0,0.388285388,0.598406162,0.567379237,6.0,0
12125046,29250,1.0,0.0,1.0,1.0,2.0,83538,3883.95,Commercial,Secondary,M,Male,CL,Home,11338,886,2.0,Sales,4.0,0.693582912,0.5951226,0.542445144,0.0,0
12131311,13500,1.0,0.0,1.0,1.0,1.0,51477.75,3996.9,Commercial,Graduation,M,Male,CL,Home,13133,2117,18.0,Managers,3.0,0.401693927,0.400594139,0.436506499,3.0,0
12206423,4500,1.0,0.0,0.0,1.0,0.0,27627.75,1229.85,Service,Secondary,M,Female,CL,Home,18811,3575,20.0,Drivers,2.0,0.551869216,0.571625117,0.694092643,2.0,0
12124678,13500,1.0,0.0,1.0,0.0,0.0,36423,2920.05,Service,Secondary,M,Female,CL,Home,10466,832,12.0,Managers,2.0,0.471336806,0.251724607,0.315472155,3.0,0
12210534,29250,1.0,1.0,0.0,1.0,1.0,198866.7,5481.45,Service,Graduation,M,Female,CL,Home,18129,7120,1.0,Managers,3.0,0.638877542,0.781533474,0.474051289,1.0,0
12214934,15750,1.0,0.0,1.0,1.0,1.0,43603.2,2045.7,Commercial,Secondary,M,Female,CL,Home,14569,582,0.0,Drivers,3.0,0.617438138,0.690706113,0.178760465,3.0,0
12142230,13500,1.0,1.0,1.0,0.0,1.0,18000,900,Service,Secondary,M,Female,RL,Municipal,12625,125,3.0,Drivers,3.0,0.533047491,0.552346235,0.865895915,1.0,0
12105397,10350,1.0,0.0,1.0,1.0,0.0,38152.8,1868.4,Service,Graduation,S,Female,CL,Home,18365,5686,22.0,Laborers,1.0,0.325369378,0.484753973,0.29109738,0.0,0
12138965,13500,1.0,0.0,0.0,1.0,0.0,67500,3260.25,Service,Secondary,M,Female,CL,Rental,11398,383,23.0,Drivers,2.0,0.229316,0.607066388,0.684827659,3.0,0
12170254,22500,1.0,0.0,1.0,1.0,0.0,87750,3108.6,Service,Secondary,M,Female,CL,Rental,11410,1186,16.0,Laborers,2.0,0.509685293,0.623206493,0.054583994,0.0,0
12208074,15750,1.0,0.0,0.0,1.0,1.0,29650.5,2307.6,Commercial,Graduation,M,Male,CL,Home,9476,236,7.0,Sales,3.0,0.238142853,0.680630236,0.374020803,3.0,0
12220744,6750,1.0,0.0,0.0,1.0,0.0,36000,1731.6,Govt Job,Secondary,M,Male,CL,Home,17676,7779,11.0,Medicine,2.0,0.366797852,0.514889304,0.546023197,0.0,0
12188289,15750,1.0,1.0,1.0,1.0,0.0,32317.2,1231.2,Service,Secondary,M,Male,CL,Home,15940,1896,23.0,Laborers,2.0,0.442623068,0.617278096,0.651260219,2.0,0
12160683,9450,1.0,1.0,0.0,0.0,2.0,76022.55,3015,Govt Job,Graduation,M,Male,CL,Home,10553,866,7.0,Accountants,4.0,0.530507599,0.707094614,0.763639921,0.0,0
12173747,13500,1.0,0.0,0.0,1.0,0.0,72000,3689.1,Service,Graduation,S,Female,CL,Home,12995,2310,65.0,Laborers,1.0,0.373247225,0.657788533,0.729566691,1.0,0
12112165,18900,1.0,0.0,0.0,1.0,0.0,74934.9,2430.45,Govt Job,Secondary,M,Male,CL,Home,18210,10579,5.0,Medicine,2.0,0.760350444,0.508032062,0.694092643,1.0,0
12208187,23400,1.0,1.0,1.0,1.0,0.0,157500,4618.35,Commercial,Secondary,M,Female,CL,Home,14912,1680,17.0,Realty agents,2.0,0.743672706,0.690743484,0.52629494,2.0,0
12200920,18900,1.0,0.0,1.0,1.0,1.0,125640,4065.75,Commercial,Graduation,W,Male,CL,Home,18547,3000,3.0,Managers,2.0,0.532638228,0.684184688,0.726711209,0.0,0
12158415,10800,1.0,0.0,0.0,1.0,0.0,38250,2587.5,Service,Graduation,W,Male,CL,Home,14348,1037,23.0,High skill tech,1.0,0.446230853,0.628633797,0.656158373,0.0,0
12121901,22500,1.0,0.0,1.0,1.0,1.0,58476.6,2998.8,Service,Secondary,M,Male,CL,Home,10059,2089,7.0,Laborers,3.0,0.214037439,0.361177923,0.572682505,8.0,0
12180171,22500,1.0,0.0,1.0,1.0,3.0,112500,3642.3,Service,Secondary,M,Female,CL,Home,17035,186,3.0,Laborers,5.0,0.78141413,0.652918614,0.524496446,2.0,0
12129823,15750,1.0,1.0,0.0,1.0,0.0,102429,3007.8,Service,Secondary,M,Female,CL,Home,13405,1580,64.0,Security,2.0,0.180863078,0.58990099,0.581483706,7.0,0
12111299,18000,1.0,0.0,0.0,1.0,0.0,45000,3007.35,Service,Secondary,S,Female,CL,Home,8743,1213,7.0,Laborers,1.0,0.131187025,0.057558317,0.310818254,1.0,1
12197072,15750,1.0,1.0,0.0,0.0,0.0,50675.4,2762.1,Service,Graduation,M,Male,CL,Home,17769,1025,2.0,Laborers,2.0,0.759526401,0.620687066,0.404878364,1.0,0
12165702,20250,1.0,1.0,1.0,1.0,2.0,79755.75,2648.7,Service,Graduation,M,Female,CL,Home,12436,163,13.0,Drivers,4.0,0.255158886,0.462183188,0.528092751,1.0,0
12107718,20250,1.0,0.0,0.0,1.0,1.0,27000,1350,Service,Graduation,D,Female,RL,Home,16279,5674,8.0,Managers,2.0,0.651121997,0.776284126,0.2692858,2.0,0
12145964,36000,1.0,0.0,0.0,1.0,0.0,135506.7,5754.15,Service,Secondary,M,Female,CL,Home,18283,1660,20.0,Laborers,2.0,0.480318562,0.469942908,0.689479143,4.0,0
12219841,36000,1.0,0.0,1.0,1.0,0.0,45000,4450.95,Service,Secondary,M,Female,CL,Municipal,13431,750,0.0,Managers,2.0,0.604298037,0.800543131,0.483050188,0.0,0
12105656,15750,1.0,0.0,1.0,1.0,1.0,37607.85,1766.25,Service,Secondary,M,Male,CL,Home,15124,284,14.0,Laborers,3.0,0.523194298,0.128694298,0.782607837,1.0,0
12128736,18000,1.0,1.0,1.0,1.0,1.0,45000,2732.4,Commercial,Graduation,M,Female,CL,Home,10988,147,5.0,Laborers,3.0,0.151650594,0.70147472,0.093225095,2.0,0
12139410,10350,1.0,0.0,0.0,1.0,0.0,49922.1,2561.85,Service,Secondary,M,Female,CL,Home,16632,1786,9.0,Drivers,2.0,0.411121147,0.618857685,0.42765737,6.0,0
12221640,22500,1.0,1.0,1.0,0.0,0.0,67500,4142.7,Service,Graduation dropout,M,Male,CL,Home,10179,691,2.0,Drivers,2.0,0.453513458,0.613961211,0.694092643,2.0,0
12184223,9000,1.0,0.0,1.0,1.0,1.0,27000,1350,Service,Secondary,M,Female,RL,Home,16179,1049,10.0,Laborers,3.0,0.493645343,0.238698691,0.639707568,0.0,0
12106958,20250,1.0,0.0,0.0,1.0,0.0,58500,2925,Service,Graduation,M,Female,RL,Home,22147,5939,6.0,Laborers,2.0,0.735707659,0.662092369,0.475849909,0.0,0
12125169,9366.75,1.0,1.0,0.0,0.0,0.0,23985,2232.45,Service,Secondary,D,Male,CL,Home,14421,142,10.0,Core,1.0,0.42804827,0.563461907,0.73801962,2.0,0
12146155,18000,1.0,0.0,0.0,1.0,0.0,15282,1617.75,Service,Secondary,M,Female,CL,Home,19939,1310,9.0,Drivers,2.0,0.352141096,0.729631159,0.605836265,0.0,0
12160940,6750,1.0,0.0,1.0,1.0,1.0,15300,1660.5,Service,Secondary,M,Male,CL,Home,15731,8666,7.0,Laborers,3.0,0.798223363,0.796178142,0.798137231,3.0,0
12182703,25650,1.0,1.0,0.0,1.0,1.0,114168.6,4113.9,Service,Secondary,M,Male,CL,Home,10817,847,26.0,Core,3.0,0.603189914,0.619919656,0.538862707,2.0,0
12106044,10350,1.0,1.0,1.0,1.0,0.0,13500,1383.3,Commercial,Secondary,M,Female,CL,Home,12733,5191,11.0,Laborers,2.0,0.167539484,0.715260097,0.643025564,4.0,0
12221190,61200,1.0,0.0,1.0,1.0,0.0,167852.25,5847.3,Commercial,Graduation,M,Male,CL,Home,13945,2635,5.0,Accountants,2.0,0.638657259,0.715869849,0.602386344,0.0,0
12168040,13500,1.0,0.0,0.0,0.0,1.0,122301,4850.1,Govt Job,Graduation,M,Male,CL,Home,14886,3692,4.0,Managers,3.0,0.794354845,0.773683441,0.656158373,0.0,0
12165390,13500,1.0,0.0,0.0,1.0,0.0,27000,1350,Commercial,Secondary,S,Male,RL,Home,8146,224,64.0,Sales,1.0,0.243065546,0.500778182,0.082814704,1.0,0
12105861,9000,1.0,1.0,0.0,1.0,2.0,50849.55,2029.5,Govt Job,Secondary,M,Female,CL,Home,12931,3744,6.0,Core,4.0,0.169995992,0.419588308,0.681705878,0.0,0
12171015,20250,1.0,1.0,0.0,1.0,0.0,164375.55,4819.05,Service,Graduation,M,Female,CL,Home,14771,1021,7.0,Managers,2.0,0.424969399,0.588222971,0.588487788,2.0,0
12142954,18000,1.0,0.0,1.0,1.0,1.0,45000,2250,Commercial,Secondary,M,Female,RL,Home,12102,1588,17.0,Laborers,3.0,0.123120191,0.519039338,0.588487788,3.0,0
12147645,22500,1.0,1.0,1.0,1.0,0.0,112500,4474.8,Service,Secondary,M,Male,CL,Home,12080,2780,6.0,Sales,2.0,0.403954291,0.397809204,0.382501804,2.0,0
12170883,28350,1.0,1.0,0.0,0.0,1.0,83538,3692.7,Commercial,Graduation,M,Female,CL,Municipal,14257,6060,5.0,High skill tech,3.0,0.598509051,0.742534911,0.447178578,0.0,0
12154996,6750,1.0,0.0,0.0,1.0,1.0,18000,900,Commercial,Secondary,M,Male,RL,Home,11010,641,28.0,Cooking,3.0,0.255624518,0.049793626,0.37571101,0.0,0
12161264,27000,1.0,1.0,0.0,0.0,0.0,45000,2875.95,Commercial,Secondary,M,Female,CL,Home,15294,637,21.0,Laborers,2.0,0.458052097,0.542404887,0.344155007,0.0,0
12220095,9000,1.0,0.0,1.0,1.0,1.0,23181.3,1226.7,Govt Job,Graduation,M,Male,CL,Home,10425,849,0.0,Core,3.0,0.699849258,0.526377012,0.232724776,2.0,0
12216160,11250,1.0,0.0,0.0,1.0,3.0,22950,1184.85,Service,Secondary,M,Female,CL,Home,13774,3589,21.0,Security,5.0,0.218923585,0.214515126,0.188489534,2.0,0
12184709,15750,1.0,0.0,1.0,1.0,0.0,54727.2,4336.65,Commercial,Secondary,S,Male,CL,Home,16098,1738,18.0,Cooking,1.0,0.302449948,0.198500789,0.021951292,5.0,0
12206508,36000,1.0,1.0,0.0,1.0,0.0,27000,1326.15,Commercial,Graduation,S,Male,CL,Home,9825,1454,6.0,Accountants,1.0,0.60656802,0.598605841,0.7136314,1.0,0
12189614,11250,1.0,0.0,0.0,1.0,1.0,38250,1912.5,Service,Secondary,M,Female,RL,Home,16628,1093,7.0,Laborers,3.0,0.566859827,0.556592193,0.513693766,1.0,0
12116137,11250,1.0,0.0,1.0,1.0,2.0,122301,5194.8,Service,Secondary,M,Male,CL,Home,13625,3097,1.0,Sales,4.0,0.693663687,0.475693373,0.235310517,5.0,0
12216296,63000,1.0,0.0,1.0,0.0,1.0,53910,2765.25,Service,Graduation,M,Male,CL,Home,13603,1983,8.0,Accountants,3.0,0.784872864,0.311914613,0.360612566,4.0,0
12219703,11250,1.0,1.0,1.0,0.0,2.0,68850,3528.45,Service,Secondary,M,Female,CL,Home,10881,3549,10.0,Laborers,4.0,0.349441563,0.223403439,0.537069958,3.0,0
12132455,14400,1.0,1.0,1.0,0.0,2.0,20739.6,1651.5,Commercial,Secondary,M,Female,CL,Home,12543,1824,7.0,Laborers,4.0,0.254003111,0.580686937,0.511891802,3.0,0
12141843,11250,1.0,0.0,0.0,0.0,0.0,63900,2974.05,Govt Job,Secondary,M,Male,CL,Municipal,20026,1874,4.0,Core,2.0,0.812851055,0.492633041,0.334454126,1.0,0
12107640,15750,1.0,0.0,0.0,1.0,2.0,70372.8,2338.65,Service,Secondary,M,Male,CL,Home,14228,1407,10.0,Laborers,4.0,0.516965956,0.625673185,0.42765737,4.0,0
12194909,15750,1.0,1.0,1.0,0.0,0.0,39109.05,1780.2,Service,Secondary,S,Female,CL,Home,10125,2857,3.0,Laborers,1.0,0.214762514,0.169660092,0.443615308,5.0,0
12196019,15750,1.0,0.0,0.0,1.0,0.0,33750,1687.5,Service,Secondary,M,Male,RL,Home,17093,3688,2.0,Secretaries,2.0,0.620935588,0.580937169,0.593717587,3.0,0
12159664,11250,1.0,0.0,0.0,1.0,1.0,4500,490.5,Service,Secondary,M,Female,CL,Home,11327,4098,11.0,Laborers,3.0,0.428567737,0.162311001,0.643025564,2.0,0
12118220,22500,1.0,0.0,1.0,1.0,2.0,130381.2,3598.2,Service,Secondary,M,Male,CL,Home,15219,3017,31.0,Managers,4.0,0.466306912,0.429165897,0.000527265,0.0,1
12213456,20700,1.0,0.0,1.0,0.0,0.0,102474,5232.15,Commercial,Graduation,M,Female,CL,Family,19891,2008,11.0,Managers,2.0,0.331358039,0.728719981,0.379100485,1.0,0
12217048,157500,1.0,1.0,1.0,0.0,0.0,26955,2173.95,Commercial,Secondary,S,Female,CL,Home,8875,224,6.0,Laborers,1.0,0.219165525,0.362278562,0.18629295,2.0,0
12165735,11700,1.0,0.0,0.0,1.0,0.0,128835,3780,Commercial,Secondary,M,Male,CL,Home,14761,1571,38.0,Laborers,2.0,0.742819157,0.110283983,0.554946769,1.0,1
12214769,18900,1.0,1.0,0.0,0.0,1.0,22517.1,1791.9,Service,Secondary,M,Male,CL,Home,13951,2309,14.0,Sales,3.0,0.340491514,0.562579579,0.493862882,2.0,0
12155484,22500,1.0,0.0,1.0,1.0,2.0,45000,2454.3,Service,Graduation dropout,M,Female,CL,Home,13332,698,3.0,Laborers,4.0,0.136435208,0.756945686,0.18629295,2.0,0
12180010,27000,1.0,0.0,0.0,0.0,0.0,48564,3893.85,Service,Graduation,M,Female,CL,Rental,11670,847,3.0,Managers,2.0,0.668599954,0.618481081,0.323311245,0.0,0
12211250,6750,1.0,0.0,1.0,1.0,2.0,54449.1,1769.4,Service,Secondary,M,Male,CL,Home,10335,1308,64.0,Laborers,4.0,0.381563376,0.240255922,0.479448981,2.0,0
12114185,11250,1.0,0.0,0.0,1.0,2.0,61650,2965.95,Service,Secondary,M,Male,CL,Home,11443,593,18.0,Laborers,4.0,0.370901142,0.561836826,0.294083101,2.0,0
12101532,35550,1.0,1.0,1.0,0.0,0.0,67500,5059.8,Commercial,Secondary,M,Male,CL,Home,15635,1443,2.0,Managers,2.0,0.789476804,0.662982201,0.513693766,5.0,0
12213315,18000,1.0,0.0,0.0,0.0,0.0,49752,3252.15,Commercial,Graduation,M,Male,CL,Home,11528,312,1.0,Accountants,2.0,0.303555112,0.772690204,0.396219572,2.0,0
12127791,15750,1.0,1.0,0.0,1.0,0.0,15750,1666.8,Service,Secondary,M,Female,CL,Home,11755,2331,9.0,Laborers,2.0,0.607409389,0.397421617,0.77008707,1.0,0
